raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
PostgresSQL,Database,postgressql,429,postgresql,,postgresql,1
work as part of a team,Soft Skill,work as part of a team,306,teamwork,,teamwork,16
phát triển website,Domain Knowledge,phát triển website,498,website development,,website development,9
lập trình hàm,Engineering Concepts & Methodologies,lập trình hàm,143,programming,,programming,1
lập trình phản ứng,Engineering Concepts & Methodologies,lập trình phản ứng,5451,lập trình phản ứng,,Engineering Concepts & Methodologies Other,1
Manual Test,Testing & QA,manual testing,294,manual testing,,manual testing,4
Manual Testing,Testing & QA,manual testing,294,manual testing,,manual testing,169
manual testing,Testing & QA,manual testing,294,manual testing,,manual testing,144
tester manual,Testing & QA,manual testing,294,manual testing,,manual testing,1
manual test,Testing & QA,manual testing,294,manual testing,,manual testing,9
Manual testing,Testing & QA,manual testing,294,manual testing,,manual testing,4
Test Script,Testing & QA,test script,375,test scripts,,test scripts,1
test script,Testing & QA,test script,375,test scripts,,test scripts,4
báo cáo lỗi,Testing & QA,báo cáo lỗi,6646,báo cáo lỗi,,Testing & QA Other,9
phân tích yêu cầu nghiệp vụ,Engineering Concepts & Methodologies,phân tích yêu cầu nghiệp vụ,1870,phân tích yêu cầu nghiệp vụ,,phân tích yêu cầu nghiệp vụ,36
Phân tích yêu cầu nghiệp vụ,Engineering Concepts & Methodologies,phân tích yêu cầu nghiệp vụ,1870,phân tích yêu cầu nghiệp vụ,,phân tích yêu cầu nghiệp vụ,1
chứng chỉ CNTT,Other,chứng chỉ cntt,54,chứng chỉ cntt,,chứng chỉ cntt,4
xử lý sự cố,IT Support & Hardware,troubleshooting,1734,troubleshooting,,troubleshooting,36
Troubleshooting,IT Support & Hardware,troubleshooting,1734,troubleshooting,,troubleshooting,9
troubleshooting,IT Support & Hardware,troubleshooting,1734,troubleshooting,,troubleshooting,225
bảo mật thông tin,Infrastructure & DevOps,bảo mật thông tin,790,bảo mật thông tin,,bảo mật thông tin,121
An toàn Bảo mật thông tin,Infrastructure & DevOps,bảo mật thông tin,790,bảo mật thông tin,,bảo mật thông tin,1
Bảo mật thông tin,Infrastructure & DevOps,bảo mật thông tin,790,bảo mật thông tin,,bảo mật thông tin,4
Photoshop,Tool & Platform,photoshop,1624,photoshop,,photoshop,1369
photoshop,Tool & Platform,photoshop,1624,photoshop,,photoshop,9
Illustrator,Tool & Platform,illustrator,5829,illustrator,,illustrator,1024
illustrator,Tool & Platform,illustrator,5829,illustrator,,illustrator,9
đào tạo đội ngũ,Soft Skill,đào tạo đội ngũ,397,phối hợp đội nhóm,,phối hợp đội nhóm,1
thiết kế sản phẩm cho ngành xây dựng,Domain Knowledge,thiết kế sản phẩm cho ngành xây dựng,5957,thiết kế sản phẩm cho ngành xây dựng,,Domain Knowledge Other,1
Quản lý công việc,Domain Knowledge,quản lý công việc,785,quản lý công việc,,quản lý công việc,4
Dashboard,Design & UX,dashboard,187,dashboard,,dashboard,1
dashboard,Design & UX,dashboard,187,dashboard,,dashboard,4
BA phần mềm nghiệp vụ,Domain Knowledge,ba phần mềm nghiệp vụ,497,ba phần mềm,,ba phần mềm,1
quản lý công việc,Soft Skill,quản lý công việc,785,quản lý công việc,,quản lý công việc,1024
tổ chức công việc,Soft Skill,quản lý công việc,785,quản lý công việc,,quản lý công việc,625
hệ thống hóa tài liệu,Engineering Concepts & Methodologies,hệ thống hóa tài liệu,6266,hệ thống hóa tài liệu,,Engineering Concepts & Methodologies Other,1
nghiệp vụ phức tạp,Domain Knowledge,nghiệp vụ phức tạp,3517,nghiệp vụ phức tạp,,Domain Knowledge Other,1
thiết kế và triển khai hệ thống lớn,Engineering Concepts & Methodologies,thiết kế và triển khai hệ thống lớn,2748,thiết kế hệ thống lớn,,thiết kế hệ thống lớn,1
scalable,Engineering Concepts & Methodologies,scalability,265,scalability,,scalability,4
scalability,Engineering Concepts & Methodologies,scalability,265,scalability,,scalability,196
Scalability,Engineering Concepts & Methodologies,scalability,265,scalability,,scalability,25
high-performance,Engineering Concepts & Methodologies,high performance,3013,performance,,performance,4
High performance,Engineering Concepts & Methodologies,high performance,3013,performance,,performance,1
real-time,Engineering Concepts & Methodologies,real time,1229,real time,,real time,4
phân tích nghiệp vụ Phần mềm,Engineering Concepts & Methodologies,phân tích nghiệp vụ phần mềm,1063,phân tích nghiệp vụ phần mềm,,phân tích nghiệp vụ phần mềm,1
phân tích nghiệp vụ phần mềm,Engineering Concepts & Methodologies,phân tích nghiệp vụ phần mềm,1063,phân tích nghiệp vụ phần mềm,,phân tích nghiệp vụ phần mềm,1
đảm bảo chất lượng,Testing & QA,quality control,2990,quality control,,quality control,1
kiểm soát chất lượng,Testing & QA,quality control,2990,quality control,,quality control,25
quality control,Testing & QA,quality control,2990,quality control,,quality control,9
Quality Control,Testing & QA,quality control,2990,quality control,,quality control,1
quản trị dự án,Engineering Concepts & Methodologies,quản trị dự án,261,project management,,project management,16
Quy trình triển khai dự án CNTT,Engineering Concepts & Methodologies,quy trình triển khai dự án cntt,335,dự án cntt,,dự án cntt,1
Lập kế hoạch hoạt động,Soft Skill,lập kế hoạch hoạt động,25,planning,,planning,1
lập luận logic,Soft Skill,lập luận logic,769,logic thinking,,logic thinking,4
phân tích dữ liệu,Data Engineering & Analytics,phân tích dữ liệu,1092,data analysis,,data analysis,4096
Phân tích dữ liệu,Data Engineering & Analytics,phân tích dữ liệu,1092,data analysis,,data analysis,16
Power BI,Data Engineering & Analytics,power bi,638,power bi,,power bi,5929
PowerBI,Data Engineering & Analytics,power bi,638,power bi,,power bi,144
power BI,Data Engineering & Analytics,power bi,638,power bi,,power bi,1
phối hợp đội nhóm,Soft Skill,phối hợp đội nhóm,397,phối hợp đội nhóm,,phối hợp đội nhóm,16
tư duy giải pháp,Soft Skill,tư duy giải pháp,835,tư duy giải pháp,,tư duy giải pháp,4
smart contract,Engineering Concepts & Methodologies,smart contract,540,smart contract,,smart contract,1
Solidity,Programming Language,solidity,5317,solidity,,Programming Language Other,9
token standard,Domain Knowledge,token standard,5038,token standard,,Domain Knowledge Other,1
liquidity pool,Domain Knowledge,liquidity pool,4659,liquidity pool,,Domain Knowledge Other,1
giao dịch on-chain,Domain Knowledge,giao dịch on chain,6373,giao dịch on chain,,Domain Knowledge Other,1
bảo mật smart contract,Engineering Concepts & Methodologies,bảo mật smart contract,540,smart contract,,smart contract,1
debug contract,Testing & QA,debug contract,4395,debug contract,,Testing & QA Other,1
quy trình audit,Testing & QA,quy trình audit,669,it audit,,it audit,1
Web3 libraries,Framework / Library,web3 libraries,6233,web3 libraries,,Framework / Library Other,1
vòng đời phát triển blockchain,Engineering Concepts & Methodologies,vòng đời phát triển blockchain,6589,vòng đời phát triển blockchain,,Engineering Concepts & Methodologies Other,1
phối hợp,Soft Skill,phối hợp,712,phối hợp,,phối hợp,324
Phối hợp,Soft Skill,phối hợp,712,phối hợp,,phối hợp,1
launchpad,Domain Knowledge,launchpad,3875,launchpad,,Domain Knowledge Other,4
meme-token,Domain Knowledge,meme token,5055,meme token,,Domain Knowledge Other,1
bonding curve,Domain Knowledge,bonding curve,4217,bonding curve,,Domain Knowledge Other,1
treasury,Domain Knowledge,treasury,3701,treasury,,Domain Knowledge Other,1
Treasury,Domain Knowledge,treasury,3701,treasury,,Domain Knowledge Other,1
OpenZeppelin,Framework / Library,openzeppelin,728,zeppelin,,zeppelin,1
openzeppelin,Framework / Library,openzeppelin,728,zeppelin,,zeppelin,1
upgradeable contracts,Engineering Concepts & Methodologies,upgradeable contracts,3621,upgradeable contracts,,Engineering Concepts & Methodologies Other,1
multisig,Engineering Concepts & Methodologies,multisig,435,multi az,,multi az,1
access control patterns,Engineering Concepts & Methodologies,access control patterns,324,access control,,access control,1
tối ưu gas,Engineering Concepts & Methodologies,tối ưu gas,5195,tối ưu gas,,Engineering Concepts & Methodologies Other,1
thiết kế event,Engineering Concepts & Methodologies,thiết kế event,6768,thiết kế event,,Engineering Concepts & Methodologies Other,1
đồng bộ dữ liệu on-chain/off-chain,Engineering Concepts & Methodologies,đồng bộ dữ liệu on chain off chain,4477,đồng bộ dữ liệu on chain off chain,,Engineering Concepts & Methodologies Other,1
security testing,Testing & QA,security testing,2909,security testing,,security testing,100
Security Testing,Testing & QA,security testing,2909,security testing,,security testing,9
security test,Testing & QA,security testing,2909,security testing,,security testing,1
security assessment,Testing & QA,security testing,2909,security testing,,security testing,1
Security test,Testing & QA,security testing,2909,security testing,,security testing,1
Security testing,Testing & QA,security testing,2909,security testing,,security testing,1
fuzz testing,Testing & QA,fuzz testing,5297,fuzz testing,,Testing & QA Other,1
chuẩn bị audit,Testing & QA,chuẩn bị audit,669,it audit,,it audit,1
Information Security,Domain Knowledge,information security,97,information security,,information security,25
ATTT,Domain Knowledge,information security,97,information security,,information security,4
Data Protection,Domain Knowledge,data protection,448,data security,,data security,1
quản lý nhóm,Soft Skill,team management,49,team management,,team management,1089
Team Management,Soft Skill,team management,49,team management,,team management,100
team management,Soft Skill,team management,49,team management,,team management,121
PSM,Other,scrum master,1254,scrum master,,scrum master,121
CSM,Other,scrum master,1254,scrum master,,scrum master,100
Scrum Master,Other,scrum master,1254,scrum master,,scrum master,169
Certified Scrum Master,Other,scrum master,1254,scrum master,,scrum master,16
Mail Server,Infrastructure & DevOps,email server,491,email server,,email server,4
Mail server,Infrastructure & DevOps,email server,491,email server,,email server,9
Email Server,Infrastructure & DevOps,email server,491,email server,,email server,9
Server HPE,Infrastructure & DevOps,server hpe,6386,server hpe,,Infrastructure & DevOps Other,1
Server DELL,Infrastructure & DevOps,server dell,5602,server dell,,Infrastructure & DevOps Other,1
Server IBM,Infrastructure & DevOps,server ibm,4581,server ibm,,Infrastructure & DevOps Other,4
xử lý vấn đề với máy tính,IT Support & Hardware,xử lý vấn đề với máy tính,17,xử lý sự cố máy tính,,xử lý sự cố máy tính,1
xử lý vấn đề với mạng,Infrastructure & DevOps,xử lý vấn đề với mạng,5321,xử lý vấn đề với mạng,,Infrastructure & DevOps Other,1
xử lý vấn đề với phần mềm,IT Support & Hardware,xử lý vấn đề với phần mềm,827,xử lý sự cố phần mềm,,xử lý sự cố phần mềm,1
xử lý vấn đề với phần cứng,IT Support & Hardware,xử lý vấn đề với phần cứng,317,xử lý phần cứng,,xử lý phần cứng,1
hạ tầng ảo hóa,Infrastructure & DevOps,hạ tầng ảo hóa,463,hạ tầng ảo hóa,,hạ tầng ảo hóa,1
Fortigate,Infrastructure & DevOps,fortigate,1930,fortigate,,fortigate,16
PC Troubleshoot,Other,pc troubleshoot,4047,pc troubleshoot,,Other Other,1
đa tác vụ,Soft Skill,đa tác vụ,1020,đa tác vụ,,đa tác vụ,1
phân tích và ra quyết định,Soft Skill,decision making,471,decision making,,decision making,4
Phân tích và ra quyết định,Soft Skill,decision making,471,decision making,,decision making,1
decision-making,Soft Skill,decision making,471,decision making,,decision making,16
Full-stack development,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,4
Fullstack Developer,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,16
Fullstack,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,16
full-stack,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,4
fullstack,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,36
Full-stack,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,9
full stack development,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,4
full stack developer,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,1
Full Stack Developer,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,4
Full-stack Developer,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,1
fullstack development,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,4
full-stack development,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,1
Full Stack development,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,1
full-stack engineering,Domain Knowledge,fullstack development,743,fullstack development,,fullstack development,1
Tailwind CSS,Framework / Library,tailwind,1699,tailwind,,tailwind,144
Tailwind,Framework / Library,tailwind,1699,tailwind,,tailwind,25
tailwind,Framework / Library,tailwind,1699,tailwind,,tailwind,4
Supabase,Tool & Platform,supabase,1981,supabase,,supabase,25
Windsurf,Tool & Platform,windsurf,3445,windsurf,,Tool & Platform Other,1
Claude Code,Tool & Platform,claude code,4680,claude code,,claude code,441
MCP (Model Context Protocol),Other,mcp (model context protocol),1845,mcp (model context protocol),,mcp (model context protocol),9
phân rã bài toán kinh doanh thành các nhiệm vụ kỹ thuật,Engineering Concepts & Methodologies,phân rã bài toán kinh doanh thành các nhiệm vụ kỹ thuật,4554,phân rã bài toán kinh doanh thành các nhiệm vụ kỹ thuật,,Engineering Concepts & Methodologies Other,1
Hypervisor,Infrastructure & DevOps,hypervisor,2505,hypervisor,,hypervisor,1
Solution Design,Engineering Concepts & Methodologies,solution architecture,2825,solution architecture,,solution architecture,4
thiết kế giải pháp,Engineering Concepts & Methodologies,solution architecture,2825,solution architecture,,solution architecture,49
Thiết kế giải pháp,Engineering Concepts & Methodologies,solution architecture,2825,solution architecture,,solution architecture,1
kiến trúc giải pháp,Engineering Concepts & Methodologies,solution architecture,2825,solution architecture,,solution architecture,4
solution architecture,Engineering Concepts & Methodologies,solution architecture,2825,solution architecture,,solution architecture,16
Xây dựng proposal kỹ thuật,Soft Skill,xây dựng proposal kỹ thuật,2930,xây dựng đề xuất kỹ thuật,,xây dựng đề xuất kỹ thuật,1
Phân tích yêu cầu business,Engineering Concepts & Methodologies,phân tích yêu cầu business,1336,business analysis,,business analysis,1
troubleshoot,IT Support & Hardware,troubleshoot,1734,troubleshooting,,troubleshooting,1
quản lý và dẫn dắt đội nhóm,Soft Skill,quản lý và dẫn dắt đội nhóm,49,team management,,team management,1
tư duy hệ thống,Engineering Concepts & Methodologies,system thinking,487,system thinking,,system thinking,400
Tư duy hệ thống,Engineering Concepts & Methodologies,system thinking,487,system thinking,,system thinking,169
System thinking,Engineering Concepts & Methodologies,system thinking,487,system thinking,,system thinking,1
FortiGate,Tool & Platform,fortigate,1930,fortigate,,fortigate,4
FortiManager,Tool & Platform,fortimanager,3756,fortimanager,,Tool & Platform Other,1
FortiAnalyzer,Tool & Platform,fortianalyzer,5083,fortianalyzer,,Tool & Platform Other,1
FortiNAC,Tool & Platform,fortinac,329,fortinet,,fortinet,1
FortiSwitch,Tool & Platform,fortiswitch,6671,fortiswitch,,Tool & Platform Other,1
FortiAIOps,Tool & Platform,fortiaiops,6102,fortiaiops,,Tool & Platform Other,1
FortiPAM,Tool & Platform,fortipam,329,fortinet,,fortinet,1
High Availability,Infrastructure & DevOps,high availability,764,high availability,,high availability,9
high availability,Infrastructure & DevOps,high availability,764,high availability,,high availability,9
Disaster Recovery,Infrastructure & DevOps,disaster recovery,248,disaster recovery,,disaster recovery,4
DR,Infrastructure & DevOps,disaster recovery,248,disaster recovery,,disaster recovery,81
disaster recovery,Infrastructure & DevOps,disaster recovery,248,disaster recovery,,disaster recovery,64
Blue prism,Tool & Platform,blue prism,4119,blue prism,,Tool & Platform Other,1
Blue Prism,Tool & Platform,blue prism,4119,blue prism,,Tool & Platform Other,4
Lead nhóm,Soft Skill,lead nhóm,387,dẫn dắt nhóm,,dẫn dắt nhóm,1
production environment,Infrastructure & DevOps,production environment,6515,production environment,,Infrastructure & DevOps Other,1
build & deploy production,Infrastructure & DevOps,build & deploy production,5110,build & deploy production,,Infrastructure & DevOps Other,1
đào tạo kỹ thuật,Soft Skill,đào tạo kỹ thuật,862,technical,,technical,4
công cụ thiết kế,Tool & Platform,công cụ thiết kế,161,basic design,,basic design,1
thể loại game,Domain Knowledge,thể loại game,327,vận hành game,,vận hành game,1
phân tích xu hướng thị trường,Soft Skill,phân tích xu hướng thị trường,1260,market research,,market research,1
tối ưu tài nguyên,Engineering Concepts & Methodologies,tối ưu tài nguyên,1950,tối ưu tài nguyên,,tối ưu tài nguyên,1
game engine,Tool & Platform,game engine,2666,game engine,,game engine,1
xây dựng tài liệu đặc tả,Engineering Concepts & Methodologies,xây dựng tài liệu đặc tả,74,làm tài liệu,,làm tài liệu,1
predictive modeling,AI/ML/Data,predictive modeling,457,predictive modeling,,predictive modeling,9
segmentation,AI/ML/Data,segmentation,2099,segmentation,,segmentation,4
Segmentation,AI/ML/Data,segmentation,2099,segmentation,,segmentation,1
data mining,AI/ML/Data,data mining,5335,data mining,,data mining,9
Data Mining,AI/ML/Data,data mining,5335,data mining,,data mining,9
khai thác dữ liệu,AI/ML/Data,data mining,5335,data mining,,data mining,1
forecasting models,AI/ML/Data,forecasting models,3026,forecasting,,forecasting,1
probability,AI/ML/Data,probability,535,probability,,probability,9
xác suất thống kê,AI/ML/Data,probability,535,probability,,probability,64
Probability,AI/ML/Data,probability,535,probability,,probability,1
Xác suất,AI/ML/Data,probability,535,probability,,probability,1
xác suất,AI/ML/Data,probability,535,probability,,probability,4
statistics,AI/ML/Data,statistics,630,statistics,,statistics,16
statistical analysis,AI/ML/Data,statistics,630,statistics,,statistics,1
statistical methods,AI/ML/Data,statistics,630,statistics,,statistics,4
statistical modeling,AI/ML/Data,statistics,630,statistics,,statistics,1
thống kê ứng dụng,AI/ML/Data,statistics,630,statistics,,statistics,4
Statistics,AI/ML/Data,statistics,630,statistics,,statistics,4
product analytics,Domain Knowledge,product analytics,94,product analytics,,product analytics,1
marketing analytics,Domain Knowledge,marketing analytics,58,marketing analytics,,marketing analytics,1
game studios,Domain Knowledge,game studios,5386,game studios,,Domain Knowledge Other,1
app studios,Domain Knowledge,app studios,95,app builder,,app builder,1
tối ưu hóa SQL,Engineering Concepts & Methodologies,tối ưu hóa sql,320,sql databases,,sql databases,1
Full Stack Developer,Engineering Concepts & Methodologies,fullstack development,743,fullstack development,,fullstack development,1
Fullstack,Engineering Concepts & Methodologies,fullstack development,743,fullstack development,,fullstack development,16
Full-stack,Engineering Concepts & Methodologies,fullstack development,743,fullstack development,,fullstack development,9
full-stack,Engineering Concepts & Methodologies,fullstack development,743,fullstack development,,fullstack development,1
Full-Stack,Engineering Concepts & Methodologies,fullstack development,743,fullstack development,,fullstack development,1
Responsive Design,Design & UX,responsive design,5245,responsive design,,responsive design,36
responsive design,Design & UX,responsive design,5245,responsive design,,responsive design,196
web responsiveness,Design & UX,responsive design,5245,responsive design,,responsive design,1
Responsive,Design & UX,responsive design,5245,responsive design,,responsive design,16
website responsive,Design & UX,responsive design,5245,responsive design,,responsive design,4
web responsive,Design & UX,responsive design,5245,responsive design,,responsive design,4
responsive,Design & UX,responsive design,5245,responsive design,,responsive design,36
responsive web,Design & UX,responsive design,5245,responsive design,,responsive design,1
Responsive Web,Design & UX,responsive design,5245,responsive design,,responsive design,1
Cross-Browser Compatibility,Design & UX,cross browser compatibility,962,cross browser compatibility,,cross browser compatibility,1
cross-browser compatibility,Design & UX,cross browser compatibility,962,cross browser compatibility,,cross browser compatibility,9
Cross-browser compatibility,Design & UX,cross browser compatibility,962,cross browser compatibility,,cross browser compatibility,1
Cross-Browser,Design & UX,cross browser compatibility,962,cross browser compatibility,,cross browser compatibility,1
debug trình duyệt,Testing & QA,debug trình duyệt,4137,debug trình duyệt,,Testing & QA Other,1
xử lý lỗi API,Engineering Concepts & Methodologies,xử lý lỗi api,5483,xử lý lỗi api,,Engineering Concepts & Methodologies Other,1
quản lý task,Soft Skill,quản lý task,1116,task management,,task management,1
BA,Domain Knowledge,business analysis,1336,business analysis,,business analysis,196
business analysis,Domain Knowledge,business analysis,1336,business analysis,,business analysis,1
Business Analysis,Domain Knowledge,business analysis,1336,business analysis,,business analysis,1
phần mềm kế toán,Domain Knowledge,phần mềm kế toán,1179,phần mềm kế toán,,phần mềm kế toán,9
Phần mềm kế toán,Domain Knowledge,phần mềm kế toán,1179,phần mềm kế toán,,phần mềm kế toán,1
phân tích quy trình nghiệp vụ,Engineering Concepts & Methodologies,phân tích quy trình nghiệp vụ,1062,mô hình hóa quy trình nghiệp vụ,,mô hình hóa quy trình nghiệp vụ,4
UML Diagram,Engineering Concepts & Methodologies,uml diagram,5343,uml diagram,,Engineering Concepts & Methodologies Other,1
Database Design,Database,database design,1308,database design,,database design,1
Database design,Database,database design,1308,database design,,database design,1
phân tích và thiết kế API,Engineering Concepts & Methodologies,api design,5681,api design,,api design,1
API design,Engineering Concepts & Methodologies,api design,5681,api design,,api design,324
thiết kế API,Engineering Concepts & Methodologies,api design,5681,api design,,api design,121
Thiết kế API,Engineering Concepts & Methodologies,api design,5681,api design,,api design,4
API Design,Engineering Concepts & Methodologies,api design,5681,api design,,api design,4
RESTful API design,Engineering Concepts & Methodologies,api design,5681,api design,,api design,16
"thu thập, phân tích và làm rõ yêu cầu",Engineering Concepts & Methodologies,"thu thập, phân tích và làm rõ yêu cầu",584,khảo sát và thu thập yêu cầu,,khảo sát và thu thập yêu cầu,1
dự án của Khối Nhà nước,Domain Knowledge,dự án của khối nhà nước,127,dự án khối chính phủ,,dự án khối chính phủ,1
tài chính công,Domain Knowledge,tài chính công,272,financial,,financial,1
System Integration,Domain Knowledge,tích hợp hệ thống,412,tích hợp hệ thống,,tích hợp hệ thống,16
SI projects,Domain Knowledge,tích hợp hệ thống,412,tích hợp hệ thống,,tích hợp hệ thống,16
tích hợp hệ thống,Domain Knowledge,tích hợp hệ thống,412,tích hợp hệ thống,,tích hợp hệ thống,1
Switching Layer,Infrastructure & DevOps,switching layer,6250,switching layer,,Infrastructure & DevOps Other,1
Statefull/Next-gen Firewall,Infrastructure & DevOps,statefull next gen firewall,3889,statefull next gen firewall,,Infrastructure & DevOps Other,4
PAN NetSec-Pro/NGFW-Engineer,Other,pan netsec pro ngfw engineer,5895,pan netsec pro ngfw engineer,,Other Other,4
Fortinet NSE 5,Other,fortinet nse 5,2227,fortinet nse 5,,fortinet nse 5,1
Fortinet NSE 6,Other,fortinet nse 6,2227,fortinet nse 5,,fortinet nse 5,1
Check Point CCSE,Other,check point ccse,553,check point,,check point,4
quản trị hệ thống,Infrastructure & DevOps,system administration,561,system administration,,system administration,225
System Administration,Infrastructure & DevOps,system administration,561,system administration,,system administration,9
system administration,Infrastructure & DevOps,system administration,561,system administration,,system administration,64
quản lý hệ thống,Infrastructure & DevOps,system administration,561,system administration,,system administration,9
Quản trị hệ thống,Infrastructure & DevOps,system administration,561,system administration,,system administration,1
quản trị mạng,Infrastructure & DevOps,quản trị mạng,842,quản trị mạng,,quản trị mạng,64
Quản trị mạng,Infrastructure & DevOps,quản trị mạng,842,quản trị mạng,,quản trị mạng,1
Windows Server,Infrastructure & DevOps,windows server,1074,windows server,,windows server,625
Windows Server 2016,Infrastructure & DevOps,windows server,1074,windows server,,windows server,1
Window Server,Infrastructure & DevOps,windows server,1074,windows server,,windows server,16
Windows Server administration,Infrastructure & DevOps,windows server,1074,windows server,,windows server,4
windows server,Infrastructure & DevOps,windows server,1074,windows server,,windows server,1
Security+,Other,security+,307,security,,security,324
đọc hiểu văn bản,Soft Skill,đọc hiểu văn bản,165,đọc hiểu tài liệu,,đọc hiểu tài liệu,4
xử lý xung đột mạng,Infrastructure & DevOps,xử lý xung đột mạng,426,conflict management,,conflict management,1
Mikrotik,Tool & Platform,mikrotik,1024,mikrotik,,mikrotik,4
project management,Soft Skill,project management,261,project management,,project management,529
Project management,Soft Skill,project management,261,project management,,project management,9
PM,Soft Skill,project management,261,project management,,project management,144
Project Management,Soft Skill,project management,261,project management,,project management,16
technology delivery,Engineering Concepts & Methodologies,technology delivery,6770,technology delivery,,Engineering Concepts & Methodologies Other,4
financial services,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,256
banking/financial services,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,16
Financial Services,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,81
Banking /Fintech,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,1
Financial services,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,1
tài chính/ngân hàng/fintech,Domain Knowledge,banking financial services,192,banking financial services,,banking financial services,1
end-to-end application or digital platform implementation,Engineering Concepts & Methodologies,end to end application or digital platform implementation,4718,end to end application or digital platform implementation,,Engineering Concepts & Methodologies Other,1
vendor management,Soft Skill,vendor management,667,vendor management,,vendor management,9
Vendor management,Soft Skill,vendor management,667,vendor management,,vendor management,1
digital banking,Domain Knowledge,digital banking,6242,digital banking,,digital banking,49
Digital Banking,Domain Knowledge,digital banking,6242,digital banking,,digital banking,36
digital banking systems,Domain Knowledge,digital banking,6242,digital banking,,digital banking,1
digital banking products,Domain Knowledge,digital banking,6242,digital banking,,digital banking,1
mobile banking,Domain Knowledge,mobile banking,4373,mobile banking,,mobile banking,25
Mobile Banking,Domain Knowledge,mobile banking,4373,mobile banking,,mobile banking,36
Mobile/Internet Banking,Domain Knowledge,mobile banking,4373,mobile banking,,mobile banking,1
Mobile banking,Domain Knowledge,mobile banking,4373,mobile banking,,mobile banking,1
Super App,Domain Knowledge,super app,350,super app,,super app,4
customer-facing digital channel projects,Domain Knowledge,customer facing digital channel projects,4523,customer facing digital channel projects,,Domain Knowledge Other,1
project governance,Engineering Concepts & Methodologies,project governance,6545,project governance,,Engineering Concepts & Methodologies Other,9
stakeholder communication,Soft Skill,stakeholder communication,828,stakeholder communication,,stakeholder communication,36
issue escalation,Engineering Concepts & Methodologies,issue escalation,549,escalation,,escalation,1
risk control,Engineering Concepts & Methodologies,risk control,726,risk management,,risk management,4
executive reporting,Soft Skill,executive reporting,5603,executive reporting,,Soft Skill Other,1
software delivery lifecycle,Engineering Concepts & Methodologies,software delivery lifecycle,5461,software delivery lifecycle,,Engineering Concepts & Methodologies Other,4
requirement management,Engineering Concepts & Methodologies,requirement management,569,requirement management,,requirement management,4
release planning,Engineering Concepts & Methodologies,release planning,467,release management,,release management,4
migration,Engineering Concepts & Methodologies,migration,2658,migration,,migration,1
hypercare,Engineering Concepts & Methodologies,hypercare,6647,hypercare,,Engineering Concepts & Methodologies Other,1
Waterfall,Engineering Concepts & Methodologies,waterfall,896,waterfall,,waterfall,4356
waterfall,Engineering Concepts & Methodologies,waterfall,896,waterfall,,waterfall,49
Waterfall model,Engineering Concepts & Methodologies,waterfall,896,waterfall,,waterfall,1
project planning,Engineering Concepts & Methodologies,project planning,705,project planning,,project planning,1
project control,Engineering Concepts & Methodologies,project control,158,project control,,project control,1
scope management,Engineering Concepts & Methodologies,scope management,2561,scope management,,scope management,1
timeline management,Engineering Concepts & Methodologies,time management,267,time management,,time management,1
lập kế hoạch,Engineering Concepts & Methodologies,time management,267,time management,,time management,1
Lập kế hoạch,Engineering Concepts & Methodologies,time management,267,time management,,time management,4
schedule,Engineering Concepts & Methodologies,time management,267,time management,,time management,1
risk management,Engineering Concepts & Methodologies,risk management,726,risk management,,risk management,25
quản trị rủi ro,Engineering Concepts & Methodologies,risk management,726,risk management,,risk management,4
quản lý rủi ro,Engineering Concepts & Methodologies,risk management,726,risk management,,risk management,9
Risk Management,Engineering Concepts & Methodologies,risk management,726,risk management,,risk management,4
issue management,Engineering Concepts & Methodologies,issue management,2839,issue management,,issue management,1
change control,Engineering Concepts & Methodologies,change control,6641,change control,,Engineering Concepts & Methodologies Other,9
enterprise application delivery,Engineering Concepts & Methodologies,enterprise application delivery,3843,enterprise application delivery,,Engineering Concepts & Methodologies Other,1
reporting,Soft Skill,reporting,41,report writing,,report writing,25
structured delivery management,Engineering Concepts & Methodologies,structured delivery management,1251,delivery management,,delivery management,1
facilitation,Soft Skill,facilitation,4619,facilitation,,facilitation,25
Facilitation,Soft Skill,facilitation,4619,facilitation,,facilitation,1
negotiation,Soft Skill,negotiation,296,negotiation,,negotiation,256
đàm phán,Soft Skill,negotiation,296,negotiation,,negotiation,3364
